Flight_Date,Route_ID,Aircraft_Type,Fare_Class_ID,Segment_ID,Seats_Capacity,Seats_Sold,Departure_Delay_Minutes,Cancelled_Flag
2022-10-09,DXB-SIN,A350,1,3,33,26,14,0
2022-10-09,DXB-SIN,A350,1,4,22,17,14,0
2022-10-09,DXB-SIN,A350,2,1,8,8,14,0
2022-10-09,DXB-SIN,A350,2,2,8,6,14,0
2022-10-09,DXB-SIN,A350,2,3,6,4,14,0
2022-10-09,DXB-SIN,A350,2,4,2,1,14,0
2022-10-09,DXB-SIN,A350,3,1,18,14,14,0
2022-10-09,DXB-SIN,A350,3,2,4,3,14,0
2022-10-09,DXB-SIN,A350,3,3,19,14,14,0
2022-10-09,DXB-SIN,A350,3,4,7,5,14,0
2022-10-09,DXB-SIN,A350,4,1,4,3,14,0
2022-10-09,DXB-SIN,A350,4,2,0,0,14,0
2022-10-09,DXB-SIN,A350,4,3,3,1,14,0
2022-10-09,DXB-SIN,A350,4,4,1,0,14,0
2022-10-09,DXB-SYD,A380,1,1,76,64,15,0
2022-10-09,DXB-SYD,A380,1,2,209,169,15,0
2022-10-09,DXB-SYD,A380,1,3,57,46,15,0
2022-10-09,DXB-SYD,A380,1,4,38,30,15,0
2022-10-09,DXB-SYD,A380,2,1,18,15,15,0
2022-10-09,DXB-SYD,A380,2,2,19,16,15,0
2022-10-09,DXB-SYD,A380,2,3,14,11,15,0
2022-10-09,DXB-SYD,A380,2,4,5,4,15,0
2022-10-09,DXB-SYD,A380,3,1,21,14,15,0
2022-10-09,DXB-SYD,A380,3,2,5,4,15,0
2022-10-09,DXB-SYD,A380,3,3,22,16,15,0
2022-10-09,DXB-SYD,A380,3,4,8,6,15,0
2022-10-09,DXB-SYD,A380,4,1,4,3,15,0
2022-10-09,DXB-SYD,A380,4,2,0,0,15,0
2022-10-09,DXB-SYD,A380,4,3,3,1,15,0
2022-10-09,DXB-SYD,A380,4,4,1,0,15,0
2022-10-09,DXB-BOM,B777,1,1,52,47,15,0
2022-10-09,DXB-BOM,B777,1,2,143,124,15,0
2022-10-09,DXB-BOM,B777,1,3,39,33,15,0
2022-10-09,DXB-BOM,B777,1,4,26,22,15,0
2022-10-09,DXB-BOM,B777,2,1,10,8,15,0
2022-10-09,DXB-BOM,B777,2,2,9,7,15,0
2022-10-09,DXB-BOM,B777,2,3,7,5,15,0
2022-10-09,DXB-BOM,B777,2,4,2,2,15,0
2022-10-09,DXB-BOM,B777,3,1,21,15,15,0
2022-10-09,DXB-BOM,B777,3,2,5,4,15,0
2022-10-09,DXB-BOM,B777,3,3,22,16,15,0
2022-10-09,DXB-BOM,B777,3,4,8,6,15,0
2022-10-09,DXB-BOM,B777,4,1,4,2,15,0
2022-10-09,DXB-BOM,B777,4,2,0,0,15,0
2022-10-09,DXB-BOM,B777,4,3,2,1,15,0
2022-10-09,DXB-BOM,B777,4,4,0,0,15,0
2022-10-10,DXB-LHR,A350,1,1,44,39,20,0
2022-10-10,DXB-LHR,A350,1,2,121,105,20,0
2022-10-10,DXB-LHR,A350,1,3,33,28,20,0
2022-10-10,DXB-LHR,A350,1,4,22,19,20,0
2022-10-10,DXB-LHR,A350,2,1,8,8,20,0
2022-10-10,DXB-LHR,A350,2,2,8,6,20,0
2022-10-10,DXB-LHR,A350,2,3,6,4,20,0
2022-10-10,DXB-LHR,A350,2,4,2,1,20,0
2022-10-10,DXB-LHR,A350,3,1,18,13,20,0
2022-10-10,DXB-LHR,A350,3,2,4,3,20,0
2022-10-10,DXB-LHR,A350,3,3,19,13,20,0
2022-10-10,DXB-LHR,A350,3,4,7,4,20,0
2022-10-10,DXB-LHR,A350,4,1,4,2,20,0
2022-10-10,DXB-LHR,A350,4,2,0,0,20,0
2022-10-10,DXB-LHR,A350,4,3,3,1,20,0
2022-10-10,DXB-LHR,A350,4,4,1,0,20,0
2022-10-10,DXB-JFK,A350,1,1,44,39,22,0
2022-10-10,DXB-JFK,A350,1,2,121,104,22,0
2022-10-10,DXB-JFK,A350,1,3,33,28,22,0
2022-10-10,DXB-JFK,A350,1,4,22,19,22,0
2022-10-10,DXB-JFK,A350,2,1,8,7,22,0
2022-10-10,DXB-JFK,A350,2,2,8,6,22,0
2022-10-10,DXB-JFK,A350,2,3,6,4,22,0
2022-10-10,DXB-JFK,A350,2,4,2,1,22,0
2022-10-10,DXB-JFK,A350,3,1,18,14,22,0
2022-10-10,DXB-JFK,A350,3,2,4,3,22,0
2022-10-10,DXB-JFK,A350,3,3,19,14,22,0
2022-10-10,DXB-JFK,A350,3,4,7,5,22,0
2022-10-10,DXB-JFK,A350,4,1,4,3,22,0
2022-10-10,DXB-JFK,A350,4,2,0,0,22,0
2022-10-10,DXB-JFK,A350,4,3,3,1,22,0
2022-10-10,DXB-JFK,A350,4,4,1,0,22,0
2022-10-10,DXB-SIN,B777,1,1,52,44,13,1
2022-10-10,DXB-SIN,B777,1,2,143,117,13,1
2022-10-10,DXB-SIN,B777,1,3,39,31,13,1
2022-10-10,DXB-SIN,B777,1,4,26,21,13,1
2022-10-10,DXB-SIN,B777,2,1,10,8,13,1
2022-10-10,DXB-SIN,B777,2,2,9,7,13,1
2022-10-10,DXB-SIN,B777,2,3,7,5,13,1
2022-10-10,DXB-SIN,B777,2,4,2,2,13,1
2022-10-10,DXB-SIN,B777,3,1,21,17,13,1
2022-10-10,DXB-SIN,B777,3,2,5,4,13,1
2022-10-10,DXB-SIN,B777,3,3,22,17,13,1
2022-10-10,DXB-SIN,B777,3,4,8,6,13,1
2022-10-10,DXB-SIN,B777,4,1,4,2,13,1
2022-10-10,DXB-SIN,B777,4,2,0,0,13,1
2022-10-10,DXB-SIN,B777,4,3,2,0,13,1
2022-10-10,DXB-SIN,B777,4,4,0,0,13,1
2022-10-10,DXB-SYD,A350,1,1,44,40,13,0
2022-10-10,DXB-SYD,A350,1,2,121,107,13,0
2022-10-10,DXB-SYD,A350,1,3,33,29,13,0
2022-10-10,DXB-SYD,A350,1,4,22,19,13,0
2022-10-10,DXB-SYD,A350,2,1,8,7,13,0
2022-10-10,DXB-SYD,A350,2,2,8,6,13,0
2022-10-10,DXB-SYD,A350,2,3,6,4,13,0
2022-10-10,DXB-SYD,A350,2,4,2,1,13,0
2022-10-10,DXB-SYD,A350,3,1,18,13,13,0
2022-10-10,DXB-SYD,A350,3,2,4,3,13,0
2022-10-10,DXB-SYD,A350,3,3,19,14,13,0
2022-10-10,DXB-SYD,A350,3,4,7,5,13,0
2022-10-10,DXB-SYD,A350,4,1,4,3,13,0
2022-10-10,DXB-SYD,A350,4,2,0,0,13,0
2022-10-10,DXB-SYD,A350,4,3,3,1,13,0
2022-10-10,DXB-SYD,A350,4,4,1,0,13,0
2022-10-10,DXB-BOM,A350,1,1,44,38,20,0
2022-10-10,DXB-BOM,A350,1,2,121,98,20,0
2022-10-10,DXB-BOM,A350,1,3,33,26,20,0
2022-10-10,DXB-BOM,A350,1,4,22,17,20,0
2022-10-10,DXB-BOM,A350,2,1,8,8,20,0
2022-10-10,DXB-BOM,A350,2,2,8,6,20,0
2022-10-10,DXB-BOM,A350,2,3,6,4,20,0
2022-10-10,DXB-BOM,A350,2,4,2,1,20,0
2022-10-10,DXB-BOM,A350,3,1,18,14,20,0
2022-10-10,DXB-BOM,A350,3,2,4,3,20,0
2022-10-10,DXB-BOM,A350,3,3,19,14,20,0
2022-10-10,DXB-BOM,A350,3,4,7,5,20,0
2022-10-10,DXB-BOM,A350,4,1,4,3,20,0
2022-10-10,DXB-BOM,A350,4,2,0,0,20,0
2022-10-10,DXB-BOM,A350,4,3,3,1,20,0
2022-10-10,DXB-BOM,A350,4,4,1,0,20,0
2022-10-11,DXB-LHR,B777,1,1,52,46,14,1
2022-10-11,DXB-LHR,B777,1,2,143,119,14,1
2022-10-11,DXB-LHR,B777,1,3,39,32,14,1
2022-10-11,DXB-LHR,B777,1,4,26,21,14,1
2022-10-11,DXB-LHR,B777,2,1,10,8,14,1
2022-10-11,DXB-LHR,B777,2,2,9,7,14,1
2022-10-11,DXB-LHR,B777,2,3,7,5,14,1
2022-10-11,DXB-LHR,B777,2,4,2,2,14,1
2022-10-11,DXB-LHR,B777,3,1,21,16,14,1
2022-10-11,DXB-LHR,B777,3,2,5,3,14,1
2022-10-11,DXB-LHR,B777,3,3,22,15,14,1
2022-10-11,DXB-LHR,B777,3,4,8,5,14,1
2022-10-11,DXB-LHR,B777,4,1,4,2,14,1
2022-10-11,DXB-LHR,B777,4,2,0,0,14,1
2022-10-11,DXB-LHR,B777,4,3,2,1,14,1
2022-10-11,DXB-LHR,B777,4,4,0,0,14,1
2022-10-11,DXB-JFK,B777,1,1,52,47,14,0
2022-10-11,DXB-JFK,B777,1,2,143,123,14,0
2022-10-11,DXB-JFK,B777,1,3,39,33,14,0
2022-10-11,DXB-JFK,B777,1,4,26,22,14,0
2022-10-11,DXB-JFK,B777,2,1,10,8,14,0
2022-10-11,DXB-JFK,B777,2,2,9,7,14,0
2022-10-11,DXB-JFK,B777,2,3,7,5,14,0
2022-10-11,DXB-JFK,B777,2,4,2,2,14,0
2022-10-11,DXB-JFK,B777,3,1,21,14,14,0
2022-10-11,DXB-JFK,B777,3,2,5,3,14,0
2022-10-11,DXB-JFK,B777,3,3,22,14,14,0
2022-10-11,DXB-JFK,B777,3,4,8,5,14,0
2022-10-11,DXB-JFK,B777,4,1,4,2,14,0
2022-10-11,DXB-JFK,B777,4,2,0,0,14,0
2022-10-11,DXB-JFK,B777,4,3,2,0,14,0
2022-10-11,DXB-JFK,B777,4,4,0,0,14,0
2022-10-11,DXB-SIN,A380,1,1,76,66,17,0
2022-10-11,DXB-SIN,A380,1,2,209,177,17,0
2022-10-11,DXB-SIN,A380,1,3,57,48,17,0
2022-10-11,DXB-SIN,A380,1,4,38,32,17,0
2022-10-11,DXB-SIN,A380,2,1,18,14,17,0
2022-10-11,DXB-SIN,A380,2,2,19,14,17,0
2022-10-11,DXB-SIN,A380,2,3,14,10,17,0
2022-10-11,DXB-SIN,A380,2,4,5,4,17,0
2022-10-11,DXB-SIN,A380,3,1,21,15,17,0
2022-10-11,DXB-SIN,A380,3,2,5,3,17,0
2022-10-11,DXB-SIN,A380,3,3,22,15,17,0
2022-10-11,DXB-SIN,A380,3,4,8,5,17,0
2022-10-11,DXB-SIN,A380,4,1,4,3,17,0
2022-10-11,DXB-SIN,A380,4,2,0,0,17,0
2022-10-11,DXB-SIN,A380,4,3,3,1,17,0
2022-10-11,DXB-SIN,A380,4,4,1,0,17,0
2022-10-11,DXB-SYD,B777,1,1,52,47,13,0
2022-10-11,DXB-SYD,B777,1,2,143,125,13,0
2022-10-11,DXB-SYD,B777,1,3,39,34,13,0
2022-10-11,DXB-SYD,B777,1,4,26,22,13,0
2022-10-11,DXB-SYD,B777,2,1,10,8,13,0
2022-10-11,DXB-SYD,B777,2,2,9,8,13,0
2022-10-11,DXB-SYD,B777,2,3,7,5,13,0
2022-10-11,DXB-SYD,B777,2,4,2,2,13,0
2022-10-11,DXB-SYD,B777,3,1,21,14,13,0
2022-10-11,DXB-SYD,B777,3,2,5,4,13,0
2022-10-11,DXB-SYD,B777,3,3,22,16,13,0
2022-10-11,DXB-SYD,B777,3,4,8,6,13,0
2022-10-11,DXB-SYD,B777,4,1,4,2,13,0
2022-10-11,DXB-SYD,B777,4,2,0,0,13,0
2022-10-11,DXB-SYD,B777,4,3,2,1,13,0
2022-10-11,DXB-SYD,B777,4,4,0,0,13,0
2022-10-11,DXB-BOM,A380,1,1,76,68,16,0
2022-10-11,DXB-BOM,A380,1,2,209,182,16,0
2022-10-11,DXB-BOM,A380,1,3,57,49,16,0
2022-10-11,DXB-BOM,A380,1,4,38,33,16,0
2022-10-11,DXB-BOM,A380,2,1,18,15,16,0
2022-10-11,DXB-BOM,A380,2,2,19,15,16,0
2022-10-11,DXB-BOM,A380,2,3,14,11,16,0
2022-10-11,DXB-BOM,A380,2,4,5,4,16,0
2022-10-11,DXB-BOM,A380,3,1,21,17,16,0
2022-10-11,DXB-BOM,A380,3,2,5,4,16,0
2022-10-11,DXB-BOM,A380,3,3,22,17,16,0
2022-10-11,DXB-BOM,A380,3,4,8,6,16,0
2022-10-11,DXB-BOM,A380,4,1,4,3,16,0
2022-10-11,DXB-BOM,A380,4,2,0,0,16,0
2022-10-11,DXB-BOM,A380,4,3,3,1,16,0
2022-10-11,DXB-BOM,A380,4,4,1,0,16,0
2022-10-12,DXB-LHR,B777,1,1,52,43,21,0
2022-10-12,DXB-LHR,B777,1,2,143,114,21,0
2022-10-12,DXB-LHR,B777,1,3,39,31,21,0
2022-10-12,DXB-LHR,B777,1,4,26,20,21,0
2022-10-12,DXB-LHR,B777,2,1,10,8,21,0
2022-10-12,DXB-LHR,B777,2,2,9,7,21,0
2022-10-12,DXB-LHR,B777,2,3,7,5,21,0
2022-10-12,DXB-LHR,B777,2,4,2,2,21,0
2022-10-12,DXB-LHR,B777,3,1,21,15,21,0
2022-10-12,DXB-LHR,B777,3,2,5,3,21,0
2022-10-12,DXB-LHR,B777,3,3,22,15,21,0
2022-10-12,DXB-LHR,B777,3,4,8,5,21,0
2022-10-12,DXB-LHR,B777,4,1,4,2,21,0
2022-10-12,DXB-LHR,B777,4,2,0,0,21,0
2022-10-12,DXB-LHR,B777,4,3,2,1,21,0
2022-10-12,DXB-LHR,B777,4,4,0,0,21,0
2022-10-12,DXB-JFK,A380,1,1,76,68,16,0
2022-10-12,DXB-JFK,A380,1,2,209,180,16,0
2022-10-12,DXB-JFK,A380,1,3,57,49,16,0
2022-10-12,DXB-JFK,A380,1,4,38,32,16,0
2022-10-12,DXB-JFK,A380,2,1,18,14,16,0
2022-10-12,DXB-JFK,A380,2,2,19,15,16,0
2022-10-12,DXB-JFK,A380,2,3,14,10,16,0
2022-10-12,DXB-JFK,A380,2,4,5,4,16,0
2022-10-12,DXB-JFK,A380,3,1,21,14,16,0
2022-10-12,DXB-JFK,A380,3,2,5,4,16,0
2022-10-12,DXB-JFK,A380,3,3,22,16,16,0
2022-10-12,DXB-JFK,A380,3,4,8,6,16,0
2022-10-12,DXB-JFK,A380,4,1,4,3,16,0
2022-10-12,DXB-JFK,A380,4,2,0,0,16,0
2022-10-12,DXB-JFK,A380,4,3,3,1,16,0
2022-10-12,DXB-JFK,A380,4,4,1,0,16,0
2022-10-12,DXB-SIN,B777,1,1,52,43,8,0
2022-10-12,DXB-SIN,B777,1,2,143,114,8,0
2022-10-12,DXB-SIN,B777,1,3,39,31,8,0
2022-10-12,DXB-SIN,B777,1,4,26,20,8,0
2022-10-12,DXB-SIN,B777,2,1,10,7,8,0
2022-10-12,DXB-SIN,B777,2,2,9,7,8,0
2022-10-12,DXB-SIN,B777,2,3,7,5,8,0
2022-10-12,DXB-SIN,B777,2,4,2,2,8,0
2022-10-12,DXB-SIN,B777,3,1,21,16,8,0
2022-10-12,DXB-SIN,B777,3,2,5,4,8,0
2022-10-12,DXB-SIN,B777,3,3,22,16,8,0
2022-10-12,DXB-SIN,B777,3,4,8,6,8,0
2022-10-12,DXB-SIN,B777,4,1,4,2,8,0
2022-10-12,DXB-SIN,B777,4,2,0,0,8,0
2022-10-12,DXB-SIN,B777,4,3,2,1,8,0
2022-10-12,DXB-SIN,B777,4,4,0,0,8,0
2022-10-12,DXB-SYD,B777,1,1,52,43,24,0
2022-10-12,DXB-SYD,B777,1,2,143,114,24,0
2022-10-12,DXB-SYD,B777,1,3,39,31,24,0
2022-10-12,DXB-SYD,B777,1,4,26,20,24,0
2022-10-12,DXB-SYD,B777,2,1,10,8,24,0
2022-10-12,DXB-SYD,B777,2,2,9,8,24,0
2022-10-12,DXB-SYD,B777,2,3,7,5,24,0
2022-10-12,DXB-SYD,B777,2,4,2,2,24,0
2022-10-12,DXB-SYD,B777,3,1,21,15,24,0
2022-10-12,DXB-SYD,B777,3,2,5,3,24,0
2022-10-12,DXB-SYD,B777,3,3,22,15,24,0
2022-10-12,DXB-SYD,B777,3,4,8,5,24,0
2022-10-12,DXB-SYD,B777,4,1,4,2,24,0
2022-10-12,DXB-SYD,B777,4,2,0,0,24,0
2022-10-12,DXB-SYD,B777,4,3,2,1,24,0
2022-10-12,DXB-SYD,B777,4,4,0,0,24,0
2022-10-12,DXB-BOM,A350,1,1,44,39,15,0
2022-10-12,DXB-BOM,A350,1,2,121,104,15,0
2022-10-12,DXB-BOM,A350,1,3,33,28,15,0
2022-10-12,DXB-BOM,A350,1,4,22,19,15,0
2022-10-12,DXB-BOM,A350,2,1,8,8,15,0
2022-10-12,DXB-BOM,A350,2,2,8,6,15,0
2022-10-12,DXB-BOM,A350,2,3,6,4,15,0
2022-10-12,DXB-BOM,A350,2,4,2,1,15,0
2022-10-12,DXB-BOM,A350,3,1,18,15,15,0
2022-10-12,DXB-BOM,A350,3,2,4,3,15,0
2022-10-12,DXB-BOM,A350,3,3,19,14,15,0
2022-10-12,DXB-BOM,A350,3,4,7,5,15,0
2022-10-12,DXB-BOM,A350,4,1,4,2,15,0
2022-10-12,DXB-BOM,A350,4,2,0,0,15,0
2022-10-12,DXB-BOM,A350,4,3,3,1,15,0
2022-10-12,DXB-BOM,A350,4,4,1,0,15,0
2022-10-13,DXB-LHR,A350,1,1,44,39,24,0
2022-10-13,DXB-LHR,A350,1,2,121,102,24,0
2022-10-13,DXB-LHR,A350,1,3,33,28,24,0
2022-10-13,DXB-LHR,A350,1,4,22,18,24,0
2022-10-13,DXB-LHR,A350,2,1,8,8,24,0
2022-10-13,DXB-LHR,A350,2,2,8,6,24,0
2022-10-13,DXB-LHR,A350,2,3,6,4,24,0
2022-10-13,DXB-LHR,A350,2,4,2,1,24,0
2022-10-13,DXB-LHR,A350,3,1,18,15,24,0
2022-10-13,DXB-LHR,A350,3,2,4,3,24,0
2022-10-13,DXB-LHR,A350,3,3,19,15,24,0
2022-10-13,DXB-LHR,A350,3,4,7,5,24,0
2022-10-13,DXB-LHR,A350,4,1,4,2,24,0
2022-10-13,DXB-LHR,A350,4,2,0,0,24,0
2022-10-13,DXB-LHR,A350,4,3,3,1,24,0
2022-10-13,DXB-LHR,A350,4,4,1,0,24,0
2022-10-13,DXB-JFK,A350,1,1,44,38,17,0
2022-10-13,DXB-JFK,A350,1,2,121,98,17,0
2022-10-13,DXB-JFK,A350,1,3,33,26,17,0
2022-10-13,DXB-JFK,A350,1,4,22,17,17,0
2022-10-13,DXB-JFK,A350,2,1,8,7,17,0
2022-10-13,DXB-JFK,A350,2,2,8,6,17,0
2022-10-13,DXB-JFK,A350,2,3,6,4,17,0
2022-10-13,DXB-JFK,A350,2,4,2,1,17,0
2022-10-13,DXB-JFK,A350,3,1,18,13,17,0
2022-10-13,DXB-JFK,A350,3,2,4,3,17,0
2022-10-13,DXB-JFK,A350,3,3,19,13,17,0
2022-10-13,DXB-JFK,A350,3,4,7,4,17,0
2022-10-13,DXB-JFK,A350,4,1,4,3,17,0
2022-10-13,DXB-JFK,A350,4,2,0,0,17,0
2022-10-13,DXB-JFK,A350,4,3,3,1,17,0
2022-10-13,DXB-JFK,A350,4,4,1,0,17,0
2022-10-13,DXB-SIN,B777,1,1,52,47,23,0
2022-10-13,DXB-SIN,B777,1,2,143,124,23,0
2022-10-13,DXB-SIN,B777,1,3,39,33,23,0
2022-10-13,DXB-SIN,B777,1,4,26,22,23,0
2022-10-13,DXB-SIN,B777,2,1,10,7,23,0
2022-10-13,DXB-SIN,B777,2,2,9,7,23,0
2022-10-13,DXB-SIN,B777,2,3,7,5,23,0
2022-10-13,DXB-SIN,B777,2,4,2,2,23,0
2022-10-13,DXB-SIN,B777,3,1,21,16,23,0
2022-10-13,DXB-SIN,B777,3,2,5,3,23,0
2022-10-13,DXB-SIN,B777,3,3,22,15,23,0
2022-10-13,DXB-SIN,B777,3,4,8,5,23,0
2022-10-13,DXB-SIN,B777,4,1,4,2,23,0
2022-10-13,DXB-SIN,B777,4,2,0,0,23,0
2022-10-13,DXB-SIN,B777,4,3,2,0,23,0
2022-10-13,DXB-SIN,B777,4,4,0,0,23,0
2022-10-13,DXB-SYD,A380,1,1,76,67,22,0
2022-10-13,DXB-SYD,A380,1,2,209,182,22,0
2022-10-13,DXB-SYD,A380,1,3,57,49,22,0
2022-10-13,DXB-SYD,A380,1,4,38,33,22,0
2022-10-13,DXB-SYD,A380,2,1,18,15,22,0
2022-10-13,DXB-SYD,A380,2,2,19,15,22,0
2022-10-13,DXB-SYD,A380,2,3,14,11,22,0
2022-10-13,DXB-SYD,A380,2,4,5,4,22,0
2022-10-13,DXB-SYD,A380,3,1,21,15,22,0
2022-10-13,DXB-SYD,A380,3,2,5,3,22,0
2022-10-13,DXB-SYD,A380,3,3,22,14,22,0
2022-10-13,DXB-SYD,A380,3,4,8,5,22,0
2022-10-13,DXB-SYD,A380,4,1,4,3,22,0
2022-10-13,DXB-SYD,A380,4,2,0,0,22,0
2022-10-13,DXB-SYD,A380,4,3,3,1,22,0
2022-10-13,DXB-SYD,A380,4,4,1,0,22,0
2022-10-13,DXB-BOM,A350,1,1,44,38,14,0
2022-10-13,DXB-BOM,A350,1,2,121,101,14,0
2022-10-13,DXB-BOM,A350,1,3,33,27,14,0
2022-10-13,DXB-BOM,A350,1,4,22,18,14,0
2022-10-13,DXB-BOM,A350,2,1,8,8,14,0
2022-10-13,DXB-BOM,A350,2,2,8,6,14,0
2022-10-13,DXB-BOM,A350,2,3,6,4,14,0
2022-10-13,DXB-BOM,A350,2,4,2,1,14,0
2022-10-13,DXB-BOM,A350,3,1,18,13,14,0
2022-10-13,DXB-BOM,A350,3,2,4,3,14,0
2022-10-13,DXB-BOM,A350,3,3,19,14,14,0
2022-10-13,DXB-BOM,A350,3,4,7,5,14,0
2022-10-13,DXB-BOM,A350,4,1,4,3,14,0
2022-10-13,DXB-BOM,A350,4,2,0,0,14,0
2022-10-13,DXB-BOM,A350,4,3,3,1,14,0
2022-10-13,DXB-BOM,A350,4,4,1,0,14,0
2022-10-14,DXB-LHR,B777,1,1,52,47,20,0
2022-10-14,DXB-LHR,B777,1,2,143,124,20,0
2022-10-14,DXB-LHR,B777,1,3,39,33,20,0
2022-10-14,DXB-LHR,B777,1,4,26,22,20,0
2022-10-14,DXB-LHR,B777,2,1,10,8,20,0
2022-10-14,DXB-LHR,B777,2,2,9,7,20,0
2022-10-14,DXB-LHR,B777,2,3,7,5,20,0
2022-10-14,DXB-LHR,B777,2,4,2,2,20,0
2022-10-14,DXB-LHR,B777,3,1,21,15,20,0
2022-10-14,DXB-LHR,B777,3,2,5,3,20,0
2022-10-14,DXB-LHR,B777,3,3,22,15,20,0
2022-10-14,DXB-LHR,B777,3,4,8,5,20,0
2022-10-14,DXB-LHR,B777,4,1,4,2,20,0
2022-10-14,DXB-LHR,B777,4,2,0,0,20,0
2022-10-14,DXB-LHR,B777,4,3,2,0,20,0
2022-10-14,DXB-LHR,B777,4,4,0,0,20,0
2022-10-14,DXB-JFK,A350,1,1,44,36,18,0
2022-10-14,DXB-JFK,A350,1,2,121,99,18,0
2022-10-14,DXB-JFK,A350,1,3,33,27,18,0
2022-10-14,DXB-JFK,A350,1,4,22,18,18,0
2022-10-14,DXB-JFK,A350,2,1,8,6,18,0
2022-10-14,DXB-JFK,A350,2,2,8,7,18,0
2022-10-14,DXB-JFK,A350,2,3,6,5,18,0
2022-10-14,DXB-JFK,A350,2,4,2,2,18,0
2022-10-14,DXB-JFK,A350,3,1,18,14,18,0
2022-10-14,DXB-JFK,A350,3,2,4,3,18,0
2022-10-14,DXB-JFK,A350,3,3,19,14,18,0
2022-10-14,DXB-JFK,A350,3,4,7,5,18,0
2022-10-14,DXB-JFK,A350,4,1,4,3,18,0
2022-10-14,DXB-JFK,A350,4,2,0,0,18,0
2022-10-14,DXB-JFK,A350,4,3,3,1,18,0
2022-10-14,DXB-JFK,A350,4,4,1,0,18,0
2022-10-14,DXB-SIN,A380,1,1,76,63,22,0
2022-10-14,DXB-SIN,A380,1,2,209,167,22,0
2022-10-14,DXB-SIN,A380,1,3,57,45,22,0
2022-10-14,DXB-SIN,A380,1,4,38,30,22,0
2022-10-14,DXB-SIN,A380,2,1,18,14,22,0
2022-10-14,DXB-SIN,A380,2,2,19,14,22,0
2022-10-14,DXB-SIN,A380,2,3,14,10,22,0
2022-10-14,DXB-SIN,A380,2,4,5,4,22,0
2022-10-14,DXB-SIN,A380,3,1,21,16,22,0
2022-10-14,DXB-SIN,A380,3,2,5,3,22,0
2022-10-14,DXB-SIN,A380,3,3,22,15,22,0
2022-10-14,DXB-SIN,A380,3,4,8,5,22,0
2022-10-14,DXB-SIN,A380,4,1,4,2,22,0
2022-10-14,DXB-SIN,A380,4,2,0,0,22,0
2022-10-14,DXB-SIN,A380,4,3,3,1,22,0
2022-10-14,DXB-SIN,A380,4,4,1,0,22,0
2022-10-14,DXB-SYD,A380,1,1,76,65,23,0
2022-10-14,DXB-SYD,A380,1,2,209,174,23,0
2022-10-14,DXB-SYD,A380,1,3,57,47,23,0
2022-10-14,DXB-SYD,A380,1,4,38,31,23,0
2022-10-14,DXB-SYD,A380,2,1,18,16,23,0
2022-10-14,DXB-SYD,A380,2,2,19,16,23,0
2022-10-14,DXB-SYD,A380,2,3,14,11,23,0
2022-10-14,DXB-SYD,A380,2,4,5,4,23,0
2022-10-14,DXB-SYD,A380,3,1,21,17,23,0
2022-10-14,DXB-SYD,A380,3,2,5,4,23,0
2022-10-14,DXB-SYD,A380,3,3,22,17,23,0
2022-10-14,DXB-SYD,A380,3,4,8,6,23,0
2022-10-14,DXB-SYD,A380,4,1,4,3,23,0
2022-10-14,DXB-SYD,A380,4,2,0,0,23,0
2022-10-14,DXB-SYD,A380,4,3,3,1,23,0
2022-10-14,DXB-SYD,A380,4,4,1,0,23,0
2022-10-14,DXB-BOM,B777,1,1,52,43,13,0
2022-10-14,DXB-BOM,B777,1,2,143,116,13,0
2022-10-14,DXB-BOM,B777,1,3,39,31,13,0
2022-10-14,DXB-BOM,B777,1,4,26,21,13,0
2022-10-14,DXB-BOM,B777,2,1,10,7,13,0
2022-10-14,DXB-BOM,B777,2,2,9,7,13,0
2022-10-14,DXB-BOM,B777,2,3,7,5,13,0
2022-10-14,DXB-BOM,B777,2,4,2,2,13,0
2022-10-14,DXB-BOM,B777,3,1,21,14,13,0
2022-10-14,DXB-BOM,B777,3,2,5,3,13,0
2022-10-14,DXB-BOM,B777,3,3,22,14,13,0
2022-10-14,DXB-BOM,B777,3,4,8,5,13,0
2022-10-14,DXB-BOM,B777,4,1,4,2,13,0
2022-10-14,DXB-BOM,B777,4,2,0,0,13,0
2022-10-14,DXB-BOM,B777,4,3,2,1,13,0
2022-10-14,DXB-BOM,B777,4,4,0,0,13,0
2022-10-15,DXB-LHR,A380,1,1,76,67,28,0
2022-10-15,DXB-LHR,A380,1,2,209,179,28,0
2022-10-15,DXB-LHR,A380,1,3,57,48,28,0
2022-10-15,DXB-LHR,A380,1,4,38,32,28,0
2022-10-15,DXB-LHR,A380,2,1,18,15,28,0
2022-10-15,DXB-LHR,A380,2,2,19,15,28,0
2022-10-15,DXB-LHR,A380,2,3,14,11,28,0
2022-10-15,DXB-LHR,A380,2,4,5,4,28,0
2022-10-15,DXB-LHR,A380,3,1,21,14,28,0
2022-10-15,DXB-LHR,A380,3,2,5,4,28,0
2022-10-15,DXB-LHR,A380,3,3,22,16,28,0
2022-10-15,DXB-LHR,A380,3,4,8,6,28,0
2022-10-15,DXB-LHR,A380,4,1,4,2,28,0
2022-10-15,DXB-LHR,A380,4,2,0,0,28,0
2022-10-15,DXB-LHR,A380,4,3,3,1,28,0
2022-10-15,DXB-LHR,A380,4,4,1,0,28,0
2022-10-15,DXB-JFK,B777,1,1,52,44,16,0
2022-10-15,DXB-JFK,B777,1,2,143,118,16,0
