Flight_Date,Route_ID,Aircraft_Type,Seats_Capacity,Seats_Sold,Departure_Delay_Minutes,Cancelled_Flag
2022-09-19,DXB-BOM,B777,350,283,17,0
2022-09-20,DXB-LHR,B777,350,296,25,0
2022-09-20,DXB-JFK,A380,500,386,10,0
2022-09-20,DXB-SIN,A350,300,239,20,0
2022-09-20,DXB-SYD,A350,300,229,21,0
2022-09-20,DXB-BOM,A380,500,411,20,0
2022-09-21,DXB-LHR,A380,500,398,20,0
2022-09-21,DXB-JFK,B777,350,269,21,0
2022-09-21,DXB-SIN,A380,500,414,24,0
2022-09-21,DXB-SYD,A350,300,234,20,0
2022-09-21,DXB-BOM,A380,500,394,9,0
2022-09-22,DXB-LHR,A350,300,237,18,0
2022-09-22,DXB-JFK,B777,350,267,23,0
2022-09-22,DXB-SIN,B777,350,290,20,0
2022-09-22,DXB-SYD,A350,300,240,6,0
2022-09-22,DXB-BOM,A380,500,399,23,0
2022-09-23,DXB-LHR,A380,500,385,24,0
2022-09-23,DXB-JFK,A350,300,242,21,0
2022-09-23,DXB-SIN,A380,500,389,20,0
2022-09-23,DXB-SYD,B777,350,284,21,0
2022-09-23,DXB-BOM,A350,300,244,16,0
2022-09-24,DXB-LHR,B777,350,282,19,1
2022-09-24,DXB-JFK,B777,350,275,16,0
2022-09-24,DXB-SIN,A350,300,244,12,0
2022-09-24,DXB-SYD,B777,350,292,21,0
2022-09-24,DXB-BOM,A380,500,399,27,0
2022-09-25,DXB-LHR,A350,300,229,18,0
2022-09-25,DXB-JFK,A380,500,392,14,0
2022-09-25,DXB-SIN,B777,350,265,26,0
2022-09-25,DXB-SYD,B777,350,293,10,0
2022-09-25,DXB-BOM,A380,500,385,22,0
2022-09-26,DXB-LHR,B777,350,279,14,0
2022-09-26,DXB-JFK,B777,350,284,13,0
2022-09-26,DXB-SIN,A350,300,252,27,0
2022-09-26,DXB-SYD,A380,500,394,23,0
2022-09-26,DXB-BOM,A380,500,392,28,0
2022-09-27,DXB-LHR,A380,500,379,15,0
2022-09-27,DXB-JFK,A380,500,380,21,0
2022-09-27,DXB-SIN,A380,500,418,3,1
2022-09-27,DXB-SYD,A350,300,240,17,1
2022-09-27,DXB-BOM,A380,500,397,17,0
2022-09-28,DXB-LHR,A350,300,233,19,0
2022-09-28,DXB-JFK,A350,300,249,27,0
2022-09-28,DXB-SIN,A350,300,235,13,0
2022-09-28,DXB-SYD,A380,500,380,28,0
2022-09-28,DXB-BOM,B777,350,263,18,0
2022-09-29,DXB-LHR,B777,350,277,20,0
2022-09-29,DXB-JFK,B777,350,291,20,0
2022-09-29,DXB-SIN,A380,500,412,15,0
2022-09-29,DXB-SYD,A380,500,406,23,0
2022-09-29,DXB-BOM,A380,500,387,28,0
2022-09-30,DXB-LHR,B777,350,286,20,0
2022-09-30,DXB-JFK,A350,300,251,13,0
2022-09-30,DXB-SIN,A350,300,251,11,0
2022-09-30,DXB-SYD,A380,500,411,24,0
2022-09-30,DXB-BOM,A350,300,248,11,1
2022-10-01,DXB-LHR,A380,500,416,19,0
2022-10-01,DXB-JFK,A350,300,249,20,0
2022-10-01,DXB-SIN,B777,350,271,23,0
2022-10-01,DXB-SYD,A380,500,384,11,0
2022-10-01,DXB-BOM,B777,350,285,17,0
2022-10-02,DXB-LHR,A380,500,415,16,0
2022-10-02,DXB-JFK,A350,300,251,19,0
2022-10-02,DXB-SIN,A380,500,388,16,0
2022-10-02,DXB-SYD,A380,500,421,11,0
2022-10-02,DXB-BOM,B777,350,296,23,1
2022-10-03,DXB-LHR,A380,500,393,29,0
2022-10-03,DXB-JFK,A380,500,394,15,0
2022-10-03,DXB-SIN,B777,350,279,12,0
2022-10-03,DXB-SYD,A380,500,403,30,0
2022-10-03,DXB-BOM,B777,350,275,6,0
2022-10-04,DXB-LHR,B777,350,280,22,0
2022-10-04,DXB-JFK,A380,500,410,13,0
2022-10-04,DXB-SIN,B777,350,295,23,0
2022-10-04,DXB-SYD,A350,300,234,23,0
2022-10-04,DXB-BOM,A380,500,397,17,0
2022-10-05,DXB-LHR,B777,350,280,11,0
2022-10-05,DXB-JFK,B777,350,273,10,0
2022-10-05,DXB-SIN,A380,500,392,29,0
2022-10-05,DXB-SYD,A350,300,234,13,0
2022-10-05,DXB-BOM,A350,300,234,18,0
2022-10-06,DXB-LHR,B777,350,295,16,0
2022-10-06,DXB-JFK,A350,300,245,16,1
2022-10-06,DXB-SIN,A380,500,400,10,1
2022-10-06,DXB-SYD,A350,300,241,24,0
2022-10-06,DXB-BOM,A380,500,420,22,0
2022-10-07,DXB-LHR,B777,350,269,17,0
2022-10-07,DXB-JFK,B777,350,270,18,0
2022-10-07,DXB-SIN,A380,500,391,26,0
2022-10-07,DXB-SYD,A380,500,406,15,0
2022-10-07,DXB-BOM,B777,350,273,11,0
2022-10-08,DXB-LHR,B777,350,269,20,0
2022-10-08,DXB-JFK,A350,300,244,22,0
2022-10-08,DXB-SIN,B777,350,295,16,0
2022-10-08,DXB-SYD,B777,350,293,26,0
2022-10-08,DXB-BOM,A350,300,225,15,0
2022-10-09,DXB-LHR,B777,350,264,11,0
2022-10-09,DXB-JFK,A350,300,232,12,1
2022-10-09,DXB-SIN,A380,500,402,15,0
2022-10-09,DXB-SYD,A380,500,387,19,0
2022-10-09,DXB-BOM,A380,500,410,13,0
2022-10-10,DXB-LHR,B777,350,275,12,0
2022-10-10,DXB-JFK,A380,500,422,18,0
2022-10-10,DXB-SIN,A350,300,248,19,0
2022-10-10,DXB-SYD,A350,300,227,14,0
2022-10-10,DXB-BOM,B777,350,276,19,0
2022-10-11,DXB-LHR,B777,350,281,24,0
2022-10-11,DXB-JFK,B777,350,269,11,0
2022-10-11,DXB-SIN,A380,500,386,20,0
2022-10-11,DXB-SYD,B777,350,284,7,0
2022-10-11,DXB-BOM,B777,350,268,24,0
2022-10-12,DXB-LHR,B777,350,276,25,0
2022-10-12,DXB-JFK,B777,350,286,17,0
2022-10-12,DXB-SIN,A380,500,378,7,0
2022-10-12,DXB-SYD,A380,500,396,22,0
2022-10-12,DXB-BOM,A350,300,253,19,0
2022-10-13,DXB-LHR,A380,500,377,9,0
2022-10-13,DXB-JFK,A380,500,414,16,0
2022-10-13,DXB-SIN,A350,300,227,22,0
2022-10-13,DXB-SYD,A380,500,417,14,0
2022-10-13,DXB-BOM,B777,350,293,17,0
2022-10-14,DXB-LHR,B777,350,263,26,0
2022-10-14,DXB-JFK,B777,350,273,15,0
2022-10-14,DXB-SIN,B777,350,295,20,1
2022-10-14,DXB-SYD,A380,500,380,18,0
2022-10-14,DXB-BOM,B777,350,275,20,0
2022-10-15,DXB-LHR,A350,300,243,7,1
2022-10-15,DXB-JFK,A350,300,243,15,0
2022-10-15,DXB-SIN,A380,500,395,15,0
2022-10-15,DXB-SYD,B777,350,276,20,0
2022-10-15,DXB-BOM,B777,350,277,18,0
2022-10-16,DXB-LHR,B777,350,278,10,0
2022-10-16,DXB-JFK,A350,300,231,20,0
2022-10-16,DXB-SIN,A350,300,229,14,0
2022-10-16,DXB-SYD,B777,350,270,24,0
2022-10-16,DXB-BOM,A350,300,229,19,0
2022-10-17,DXB-LHR,A380,500,386,19,0
2022-10-17,DXB-JFK,B777,350,295,20,0
2022-10-17,DXB-SIN,A350,300,254,17,0
2022-10-17,DXB-SYD,A380,500,391,18,0
2022-10-17,DXB-BOM,A350,300,238,7,0
2022-10-18,DXB-LHR,A350,300,242,23,0
2022-10-18,DXB-JFK,A380,500,420,16,1
2022-10-18,DXB-SIN,B777,350,271,13,0
2022-10-18,DXB-SYD,A380,500,416,14,0
2022-10-18,DXB-BOM,B777,350,287,17,0
2022-10-19,DXB-LHR,B777,350,285,12,0
2022-10-19,DXB-JFK,A350,300,230,20,0
2022-10-19,DXB-SIN,A380,500,383,12,0
2022-10-19,DXB-SYD,A380,500,394,14,0
2022-10-19,DXB-BOM,A380,500,421,21,0
2022-10-20,DXB-LHR,A350,300,245,19,0
2022-10-20,DXB-JFK,B777,350,280,22,0
2022-10-20,DXB-SIN,A350,300,253,9,0
2022-10-20,DXB-SYD,A350,300,229,11,0
2022-10-20,DXB-BOM,A350,300,243,19,0
2022-10-21,DXB-LHR,A380,500,423,18,0
2022-10-21,DXB-JFK,B777,350,271,18,0
2022-10-21,DXB-SIN,A380,500,392,13,0
2022-10-21,DXB-SYD,B777,350,275,13,0
2022-10-21,DXB-BOM,A350,300,249,22,0
2022-10-22,DXB-LHR,A380,500,388,17,1
2022-10-22,DXB-JFK,A350,300,233,20,0
2022-10-22,DXB-SIN,A350,300,241,18,0
2022-10-22,DXB-SYD,A350,300,240,26,0
2022-10-22,DXB-BOM,A350,300,226,24,0
2022-10-23,DXB-LHR,B777,350,288,16,0
2022-10-23,DXB-JFK,A380,500,393,14,0
2022-10-23,DXB-SIN,A380,500,385,15,0
2022-10-23,DXB-SYD,B777,350,266,16,0
2022-10-23,DXB-BOM,A380,500,378,19,0
2022-10-24,DXB-LHR,A380,500,383,26,1
2022-10-24,DXB-JFK,A350,300,250,21,0
2022-10-24,DXB-SIN,A380,500,405,15,0
2022-10-24,DXB-SYD,A380,500,405,13,0
2022-10-24,DXB-BOM,A350,300,227,16,0
2022-10-25,DXB-LHR,A350,300,236,14,0
2022-10-25,DXB-JFK,A350,300,237,19,0
2022-10-25,DXB-SIN,A380,500,419,24,1
2022-10-25,DXB-SYD,B777,350,263,19,0
2022-10-25,DXB-BOM,A350,300,233,8,0
2022-10-26,DXB-LHR,B777,350,296,13,0
2022-10-26,DXB-JFK,A350,300,235,22,0
2022-10-26,DXB-SIN,A350,300,252,15,0
2022-10-26,DXB-SYD,B777,350,283,17,0
2022-10-26,DXB-BOM,A380,500,408,11,0
2022-10-27,DXB-LHR,A380,500,396,21,0
2022-10-27,DXB-JFK,B777,350,278,18,0
2022-10-27,DXB-SIN,A350,300,229,8,0
2022-10-27,DXB-SYD,B777,350,289,19,0
2022-10-27,DXB-BOM,A380,500,388,14,0
2022-10-28,DXB-LHR,B777,350,292,14,1
2022-10-28,DXB-JFK,A350,300,230,9,0
2022-10-28,DXB-SIN,B777,350,270,24,0
2022-10-28,DXB-SYD,A350,300,238,21,0
2022-10-28,DXB-BOM,A380,500,422,12,1
2022-10-29,DXB-LHR,B777,350,271,18,0
2022-10-29,DXB-JFK,A350,300,248,16,0
2022-10-29,DXB-SIN,B777,350,267,13,0
2022-10-29,DXB-SYD,A350,300,232,24,0
2022-10-29,DXB-BOM,B777,350,279,21,0
2022-10-30,DXB-LHR,B777,350,286,10,0
2022-10-30,DXB-JFK,A350,300,237,15,0
2022-10-30,DXB-SIN,A350,300,251,15,0
2022-10-30,DXB-SYD,A380,500,419,17,0
2022-10-30,DXB-BOM,A380,500,387,14,0
2022-10-31,DXB-LHR,B777,350,297,21,0
2022-10-31,DXB-JFK,A350,300,234,33,0
2022-10-31,DXB-SIN,B777,350,274,23,0
2022-10-31,DXB-SYD,A350,300,243,15,0
2022-10-31,DXB-BOM,A380,500,381,22,1
2022-11-01,DXB-LHR,A350,300,199,4,0
2022-11-01,DXB-JFK,A350,300,196,20,0
2022-11-01,DXB-SIN,A350,300,219,3,0
2022-11-01,DXB-SYD,B777,350,254,12,0
2022-11-01,DXB-BOM,A350,300,210,8,0
2022-11-02,DXB-LHR,A380,500,369,7,0
2022-11-02,DXB-JFK,A350,300,208,9,0
2022-11-02,DXB-SIN,B777,350,244,11,0
2022-11-02,DXB-SYD,A380,500,373,9,0
2022-11-02,DXB-BOM,A380,500,359,8,0
2022-11-03,DXB-LHR,B777,350,239,9,0
2022-11-03,DXB-JFK,B777,350,229,6,0
2022-11-03,DXB-SIN,A350,300,200,10,0
2022-11-03,DXB-SYD,B777,350,252,17,0
2022-11-03,DXB-BOM,A380,500,352,9,0
2022-11-04,DXB-LHR,B777,350,233,19,0
2022-11-04,DXB-JFK,B777,350,247,15,0
2022-11-04,DXB-SIN,A380,500,350,8,0
2022-11-04,DXB-SYD,B777,350,243,9,0
2022-11-04,DXB-BOM,A380,500,328,24,0
2022-11-05,DXB-LHR,A350,300,200,11,0
2022-11-05,DXB-JFK,A380,500,328,8,0
2022-11-05,DXB-SIN,A380,500,326,17,0
2022-11-05,DXB-SYD,B777,350,247,11,0
2022-11-05,DXB-BOM,A380,500,363,12,0
2022-11-06,DXB-LHR,A350,300,220,19,0
2022-11-06,DXB-JFK,A380,500,327,15,0
2022-11-06,DXB-SIN,A380,500,349,8,0
2022-11-06,DXB-SYD,B777,350,261,10,0
2022-11-06,DXB-BOM,A350,300,199,11,0
2022-11-07,DXB-LHR,A350,300,202,9,0
2022-11-07,DXB-JFK,A380,500,355,5,0
2022-11-07,DXB-SIN,A350,300,218,9,0
2022-11-07,DXB-SYD,A380,500,329,13,0
2022-11-07,DXB-BOM,A380,500,367,14,0
2022-11-08,DXB-LHR,B777,350,262,6,0
2022-11-08,DXB-JFK,A380,500,327,6,0
2022-11-08,DXB-SIN,A380,500,364,15,0
2022-11-08,DXB-SYD,B777,350,246,9,0
2022-11-08,DXB-BOM,A350,300,206,9,0
2022-11-09,DXB-LHR,A380,500,345,17,0
2022-11-09,DXB-JFK,A350,300,202,18,1
2022-11-09,DXB-SIN,A350,300,202,11,0
2022-11-09,DXB-SYD,A380,500,357,4,0
2022-11-09,DXB-BOM,B777,350,255,9,0
2022-11-10,DXB-LHR,A350,300,209,14,0
2022-11-10,DXB-JFK,A350,300,210,10,0
2022-11-10,DXB-SIN,A350,300,202,7,0
2022-11-10,DXB-SYD,B777,350,242,10,0
2022-11-10,DXB-BOM,B777,350,256,11,0
2022-11-11,DXB-LHR,B777,350,257,12,0
2022-11-11,DXB-JFK,A380,500,335,16,0
2022-11-11,DXB-SIN,B777,350,250,11,0
2022-11-11,DXB-SYD,B777,350,262,14,0
2022-11-11,DXB-BOM,B777,350,261,3,0
2022-11-12,DXB-LHR,B777,350,228,15,0
2022-11-12,DXB-JFK,A350,300,219,11,0
2022-11-12,DXB-SIN,B777,350,259,5,0
2022-11-12,DXB-SYD,B777,350,253,21,0
2022-11-12,DXB-BOM,A350,300,214,15,0
2022-11-13,DXB-LHR,B777,350,231,5,0
2022-11-13,DXB-JFK,A350,300,217,10,0
2022-11-13,DXB-SIN,A380,500,341,16,0
2022-11-13,DXB-SYD,A380,500,342,9,0
2022-11-13,DXB-BOM,B777,350,231,17,0
2022-11-14,DXB-LHR,A350,300,200,17,0
2022-11-14,DXB-JFK,A380,500,373,12,0
2022-11-14,DXB-SIN,A350,300,203,8,0
2022-11-14,DXB-SYD,A380,500,337,8,0
2022-11-14,DXB-BOM,A350,300,215,19,0
2022-11-15,DXB-LHR,A350,300,200,18,0
2022-11-15,DXB-JFK,B777,350,248,13,0
2022-11-15,DXB-SIN,A350,300,215,6,0
2022-11-15,DXB-SYD,B777,350,230,5,0
2022-11-15,DXB-BOM,B777,350,253,8,0
2022-11-16,DXB-LHR,B777,350,242,7,0
2022-11-16,DXB-JFK,A380,500,337,15,0
2022-11-16,DXB-SIN,A350,300,217,9,0
2022-11-16,DXB-SYD,A350,300,219,4,0
2022-11-16,DXB-BOM,A350,300,207,7,0
2022-11-17,DXB-LHR,B777,350,228,9,0
2022-11-17,DXB-JFK,A380,500,325,22,0
2022-11-17,DXB-SIN,A380,500,333,13,0
2022-11-17,DXB-SYD,B777,350,259,10,0
2022-11-17,DXB-BOM,B777,350,246,5,1
2022-11-18,DXB-LHR,B777,350,252,20,0
2022-11-18,DXB-JFK,B777,350,253,19,0
2022-11-18,DXB-SIN,B777,350,250,2,0
2022-11-18,DXB-SYD,B777,350,242,14,0
2022-11-18,DXB-BOM,A350,300,207,12,0
2022-11-19,DXB-LHR,A380,500,367,15,0
2022-11-19,DXB-JFK,A380,500,344,5,0
2022-11-19,DXB-SIN,A380,500,353,11,0
2022-11-19,DXB-SYD,A380,500,350,20,0
2022-11-19,DXB-BOM,A350,300,215,4,0
2022-11-20,DXB-LHR,B777,350,261,14,0
2022-11-20,DXB-JFK,A350,300,213,12,0
2022-11-20,DXB-SIN,B777,350,246,22,0
2022-11-20,DXB-SYD,A380,500,362,14,0
2022-11-20,DXB-BOM,A380,500,356,9,0
2022-11-21,DXB-LHR,B777,350,230,12,0
2022-11-21,DXB-JFK,A380,500,351,12,0
2022-11-21,DXB-SIN,A380,500,353,5,0
2022-11-21,DXB-SYD,A380,500,357,10,0
2022-11-21,DXB-BOM,A350,300,211,11,0
2022-11-22,DXB-LHR,A350,300,206,15,0
2022-11-22,DXB-JFK,A350,300,215,7,0
2022-11-22,DXB-SIN,A380,500,337,7,0
2022-11-22,DXB-SYD,B777,350,240,18,0
2022-11-22,DXB-BOM,B777,350,249,12,0
2022-11-23,DXB-LHR,A380,500,339,16,0
2022-11-23,DXB-JFK,A380,500,373,7,0
2022-11-23,DXB-SIN,A350,300,196,7,0
2022-11-23,DXB-SYD,A350,300,223,5,0
2022-11-23,DXB-BOM,A380,500,326,5,0
2022-11-24,DXB-LHR,A380,500,364,8,0
2022-11-24,DXB-JFK,A350,300,209,7,0
2022-11-24,DXB-SIN,A380,500,356,10,0
2022-11-24,DXB-SYD,B777,350,256,12,0
2022-11-24,DXB-BOM,A380,500,354,9,0
2022-11-25,DXB-LHR,A380,500,356,19,1
2022-11-25,DXB-JFK,B777,350,255,15,0
2022-11-25,DXB-SIN,A380,500,365,10,0
2022-11-25,DXB-SYD,A350,300,197,10,0
2022-11-25,DXB-BOM,B777,350,250,8,0
2022-11-26,DXB-LHR,A380,500,359,13,0
2022-11-26,DXB-JFK,B777,350,237,16,0
2022-11-26,DXB-SIN,B777,350,244,18,0
2022-11-26,DXB-SYD,B777,350,238,11,0
2022-11-26,DXB-BOM,A350,300,222,17,0
2022-11-27,DXB-LHR,A350,300,200,15,0
2022-11-27,DXB-JFK,B777,350,241,6,0
2022-11-27,DXB-SIN,A350,300,199,8,1
2022-11-27,DXB-SYD,A350,300,201,12,0
2022-11-27,DXB-BOM,A380,500,361,13,0
2022-11-28,DXB-LHR,A380,500,356,10,0
2022-11-28,DXB-JFK,A380,500,361,16,0
2022-11-28,DXB-SIN,A350,300,195,12,0
2022-11-28,DXB-SYD,B777,350,231,16,0
2022-11-28,DXB-BOM,A350,300,221,7,0
2022-11-29,DXB-LHR,A350,300,217,12,0
2022-11-29,DXB-JFK,A350,300,204,14,0
2022-11-29,DXB-SIN,A380,500,357,12,0
2022-11-29,DXB-SYD,A380,500,354,12,0
2022-11-29,DXB-BOM,A350,300,200,14,0
2022-11-30,DXB-LHR,A350,300,199,11,0
2022-11-30,DXB-JFK,A380,500,368,13,0
2022-11-30,DXB-SIN,A350,300,224,16,0
2022-11-30,DXB-SYD,B777,350,233,7,0
2022-11-30,DXB-BOM,A350,300,209,11,0
2022-12-01,DXB-LHR,A350,300,266,25,0
2022-12-01,DXB-JFK,B777,350,330,32,0
2022-12-01,DXB-SIN,A380,500,447,21,0
2022-12-01,DXB-SYD,A350,300,265,31,0
2022-12-01,DXB-BOM,A380,500,463,23,0
2022-12-02,DXB-LHR,B777,350,326,20,0
2022-12-02,DXB-JFK,B777,350,321,20,0
2022-12-02,DXB-SIN,A380,500,443,21,0
2022-12-02,DXB-SYD,A350,300,271,30,0
2022-12-02,DXB-BOM,A380,500,444,34,0
2022-12-03,DXB-LHR,A380,500,433,29,0
2022-12-03,DXB-JFK,B777,350,315,26,0
2022-12-03,DXB-SIN,A380,500,452,20,0
2022-12-03,DXB-SYD,B777,350,323,28,0
2022-12-03,DXB-BOM,A380,500,461,26,0
2022-12-04,DXB-LHR,A350,300,271,20,0
2022-12-04,DXB-JFK,A380,500,458,22,0
2022-12-04,DXB-SIN,B777,350,299,26,0
2022-12-04,DXB-SYD,A350,300,275,26,0
2022-12-04,DXB-BOM,B777,350,304,21,0
2022-12-05,DXB-LHR,B777,350,308,27,0
2022-12-05,DXB-JFK,A380,500,466,26,0
2022-12-05,DXB-SIN,A350,300,266,27,0
2022-12-05,DXB-SYD,B777,350,323,24,0
2022-12-05,DXB-BOM,A380,500,473,20,0
2022-12-06,DXB-LHR,A380,500,436,24,0
2022-12-06,DXB-JFK,A380,500,429,18,0
2022-12-06,DXB-SIN,B777,350,329,13,0
2022-12-06,DXB-SYD,A380,500,459,24,1
2022-12-06,DXB-BOM,A350,300,263,13,0
2022-12-07,DXB-LHR,B777,350,315,37,0
2022-12-07,DXB-JFK,B777,350,298,14,0
2022-12-07,DXB-SIN,A350,300,268,18,0
2022-12-07,DXB-SYD,A350,300,262,22,0
2022-12-07,DXB-BOM,A380,500,433,22,0
2022-12-08,DXB-LHR,A380,500,469,19,0
2022-12-08,DXB-JFK,A350,300,272,27,0
2022-12-08,DXB-SIN,B777,350,327,23,0
2022-12-08,DXB-SYD,A380,500,455,20,1
2022-12-08,DXB-BOM,A380,500,454,27,0
2022-12-09,DXB-LHR,A350,300,270,21,0
2022-12-09,DXB-JFK,A380,500,459,25,0
2022-12-09,DXB-SIN,A350,300,262,23,0
2022-12-09,DXB-SYD,A380,500,440,28,0
2022-12-09,DXB-BOM,B777,350,297,34,0
2022-12-10,DXB-LHR,A380,500,450,36,0
2022-12-10,DXB-JFK,A380,500,470,25,0
2022-12-10,DXB-SIN,A350,300,260,17,0
2022-12-10,DXB-SYD,A380,500,449,25,0
2022-12-10,DXB-BOM,A350,300,276,24,0
2022-12-11,DXB-LHR,A380,500,462,25,0
2022-12-11,DXB-JFK,B777,350,324,20,0
2022-12-11,DXB-SIN,A350,300,282,27,0
2022-12-11,DXB-SYD,B777,350,304,18,0
2022-12-11,DXB-BOM,B777,350,311,19,0
2022-12-12,DXB-LHR,B777,350,313,31,0
2022-12-12,DXB-JFK,B777,350,310,21,1
2022-12-12,DXB-SIN,A380,500,425,17,0
2022-12-12,DXB-SYD,B777,350,307,21,0
2022-12-12,DXB-BOM,B777,350,324,23,0
2022-12-13,DXB-LHR,A350,300,264,24,0
2022-12-13,DXB-JFK,A380,500,437,25,0
2022-12-13,DXB-SIN,A380,500,474,23,0
2022-12-13,DXB-SYD,B777,350,315,30,0
2022-12-13,DXB-BOM,B777,350,330,21,0
2022-12-14,DXB-LHR,B777,350,300,23,1
2022-12-14,DXB-JFK,B777,350,326,25,0
2022-12-14,DXB-SIN,A380,500,427,11,0
2022-12-14,DXB-SYD,B777,350,320,30,0
2022-12-14,DXB-BOM,A350,300,268,15,0
2022-12-15,DXB-LHR,A350,300,273,25,0
2022-12-15,DXB-JFK,B777,350,317,33,0
2022-12-15,DXB-SIN,B777,350,328,25,0
2022-12-15,DXB-SYD,B777,350,304,20,0
2022-12-15,DXB-BOM,B777,350,304,18,0
2022-12-16,DXB-LHR,A380,500,425,26,0
2022-12-16,DXB-JFK,A380,500,461,32,0
2022-12-16,DXB-SIN,B777,350,323,22,0
2022-12-16,DXB-SYD,A350,300,280,26,0
2022-12-16,DXB-BOM,A350,300,260,21,0
2022-12-17,DXB-LHR,B777,350,313,24,0
2022-12-17,DXB-JFK,A350,300,273,26,0
2022-12-17,DXB-SIN,A380,500,426,24,0
2022-12-17,DXB-SYD,B777,350,310,25,0
2022-12-17,DXB-BOM,B777,350,312,20,1
2022-12-18,DXB-LHR,A380,500,462,22,1
2022-12-18,DXB-JFK,B777,350,328,33,0
2022-12-18,DXB-SIN,A350,300,266,25,0
2022-12-18,DXB-SYD,A380,500,467,26,0
2022-12-18,DXB-BOM,B777,350,332,22,0
2022-12-19,DXB-LHR,A350,300,257,25,1
2022-12-19,DXB-JFK,A350,300,275,27,0
2022-12-19,DXB-SIN,A380,500,443,28,0
2022-12-19,DXB-SYD,B777,350,301,23,0
2022-12-19,DXB-BOM,A380,500,469,31,0
2022-12-20,DXB-LHR,A350,300,280,28,0
2022-12-20,DXB-JFK,B777,350,304,19,0
2022-12-20,DXB-SIN,B777,350,307,27,0
2022-12-20,DXB-SYD,A380,500,460,29,0
2022-12-20,DXB-BOM,A350,300,261,24,0
2022-12-21,DXB-LHR,B777,350,318,30,0
2022-12-21,DXB-JFK,A350,300,271,38,0
2022-12-21,DXB-SIN,B777,350,326,20,0
2022-12-21,DXB-SYD,A350,300,270,19,0
2022-12-21,DXB-BOM,A380,500,443,20,0
2022-12-22,DXB-LHR,A350,300,274,33,0
2022-12-22,DXB-JFK,B777,350,331,28,0
2022-12-22,DXB-SIN,A380,500,466,23,0
2022-12-22,DXB-SYD,A350,300,269,31,0
2022-12-22,DXB-BOM,A350,300,267,33,0
2022-12-23,DXB-LHR,A350,300,255,16,0
2022-12-23,DXB-JFK,A380,500,462,17,1
2022-12-23,DXB-SIN,A380,500,433,26,0
2022-12-23,DXB-SYD,B777,350,302,26,0
2022-12-23,DXB-BOM,A380,500,437,30,0
2022-12-24,DXB-LHR,A350,300,260,18,0
2022-12-24,DXB-JFK,A350,300,284,25,0
2022-12-24,DXB-SIN,A350,300,271,30,0
2022-12-24,DXB-SYD,A380,500,446,29,0
2022-12-24,DXB-BOM,B777,350,310,24,0
2022-12-25,DXB-LHR,A380,500,440,26,1
2022-12-25,DXB-JFK,A380,500,437,28,0
2022-12-25,DXB-SIN,A350,300,284,16,0
2022-12-25,DXB-SYD,A380,500,458,27,0
2022-12-25,DXB-BOM,A380,500,425,23,0
2022-12-26,DXB-LHR,A350,300,275,20,0
2022-12-26,DXB-JFK,A350,300,262,24,0
2022-12-26,DXB-SIN,A380,500,472,13,0
2022-12-26,DXB-SYD,A350,300,275,27,0
2022-12-26,DXB-BOM,A380,500,474,22,0
2022-12-27,DXB-LHR,A380,500,433,25,0
2022-12-27,DXB-JFK,A380,500,444,27,0
2022-12-27,DXB-SIN,A380,500,465,20,0
2022-12-27,DXB-SYD,A380,500,450,28,0
2022-12-27,DXB-BOM,B777,350,309,28,0
2022-12-28,DXB-LHR,A350,300,255,22,0
2022-12-28,DXB-JFK,A350,300,273,18,0
2022-12-28,DXB-SIN,A380,500,472,34,0
2022-12-28,DXB-SYD,A380,500,438,26,0
2022-12-28,DXB-BOM,A380,500,457,24,0
2022-12-29,DXB-LHR,B777,350,330,25,0
2022-12-29,DXB-JFK,B777,350,307,26,0
2022-12-29,DXB-SIN,A350,300,261,23,0
2022-12-29,DXB-SYD,A380,500,434,24,0
2022-12-29,DXB-BOM,A350,300,267,29,0
2022-12-30,DXB-LHR,A350,300,259,37,0
2022-12-30,DXB-JFK,A350,300,275,29,0
2022-12-30,DXB-SIN,A380,500,474,27,0
2022-12-30,DXB-SYD,B777,350,311,23,0
2022-12-30,DXB-BOM,A380,500,469,23,0
2022-12-31,DXB-LHR,B777,350,312,29,0
2022-12-31,DXB-JFK,B777,350,304,31,0
2022-12-31,DXB-SIN,A380,500,441,22,0
2022-12-31,DXB-SYD,A350,300,280,19,0
2022-12-31,DXB-BOM,A380,500,443,17,0
2023-01-01,DXB-LHR,A350,300,220,7,0
2023-01-01,DXB-JFK,A380,500,347,7,0
2023-01-01,DXB-SIN,B777,350,243,13,1
2023-01-01,DXB-SYD,B777,350,246,10,0
2023-01-01,DXB-BOM,A380,500,337,11,0
2023-01-02,DXB-LHR,A380,500,335,8,0
2023-01-02,DXB-JFK,A380,500,335,11,0
2023-01-02,DXB-SIN,B777,350,246,18,0
2023-01-02,DXB-SYD,B777,350,260,9,0
2023-01-02,DXB-BOM,A380,500,327,14,0
2023-01-03,DXB-LHR,A380,500,333,11,0
2023-01-03,DXB-JFK,A350,300,220,12,0
2023-01-03,DXB-SIN,B777,350,259,12,0
2023-01-03,DXB-SYD,B777,350,245,23,0
2023-01-03,DXB-BOM,A380,500,353,12,0
2023-01-04,DXB-LHR,A380,500,361,23,0
2023-01-04,DXB-JFK,A380,500,337,12,0
2023-01-04,DXB-SIN,B777,350,233,11,0
2023-01-04,DXB-SYD,A350,300,216,15,0
2023-01-04,DXB-BOM,A350,300,203,9,0
